Disease name:	Cholangiocarcinoma
miRNA_name	PMID	Description	Causality
hsa-mir-96	32256758	miR-96 may represent an independent prognostic biomarker and may promote CCA cell proliferation, migration and invasion by targeting MTSS1.	Unknown
hsa-mir-361	31539122	Meanwhile, the suppression of miR-361-5p might improve CCA survival by targeting TRAF3 and inhibiting the NF-kappaB pathway, which might help to develop new strategies for CCA therapy.	Unknown
hsa-mir-124	30989656	Together, these findings demonstrate that UHRF1, regulated by miR3p, acts as a tumor promoter by promoting cell proliferation in ICC.	Unknown
hsa-mir-27a	32816152	Taken together, these results suggest the potential usefulness of miR-27a in the prognosis and progression of CCA.	Unknown
hsa-mir-27a	31956102	We concluded that the upregulation of lncRNA RP11-328K4.1, which might act as a miRNA sponge, exerts an antitumor effect in ICC by eliminating the inhibition of PROS1 mRNA expression by oncogenic miRNA hsa-miR-27a.	Unknown
hsa-mir-142	31007750	miR-142-5p may therefore have potential as a biomarker for screening patients with ICC from healthy controls.	Unknown
hsa-mir-144	32721879	The genes involved in RNA splicing and protein degradation processes and miR3p may play fundamental roles in the pathogenesis of CHOL.	Unknown
hsa-mir-144	33520692	Our findings indicated that miR-144-5p and miR-451a displayed a tumor suppressor role through decreasing the expression of ST8SIA4 in cholangiocarcinoma.	Unknown
hsa-mir-221	32210627	CONCLUSION: Patients with HL-CCA show high incidence of hepatic abscess and elevated miRNA-21 and miRNA-221 expression level.	Unknown
hsa-mir-218	31523056	Furthermore, we shed light on the underlying tumour promoting role and mechanism of COMMD6 by constructing a TEX41-miRCOMMD6 ceRNA network in head and neck squamous cell carcinoma and miRCDX1-COMMD6 transcriptional network in cholangiocarcinoma.	Unknown
hsa-mir-132	31638221	In conclusion, upregulation of miR1323p may serve a pivotal role in the tumorigenesis and progression of CCA by targeting different pathways.	Unknown
hsa-mir-340	31523056	Furthermore, we shed light on the underlying tumour promoting role and mechanism of COMMD6 by constructing a TEX41-miRCOMMD6 ceRNA network in head and neck squamous cell carcinoma and miRCDX1-COMMD6 transcriptional network in cholangiocarcinoma.	Unknown
hsa-mir-22	30856284	MIR22HG may be a novel target for diagnosis and therapy in CCA.	Unknown
hsa-mir-22	33193605	CONCLUSION: Based on the survival analysis, we conclude that DEPDC1, FUT4, MDK, PACS1, PIWIL4 genes, miR-22, miR-551b microRNAs, and cg27362525 and cg26597242 CpGs can strongly support their use as prognostic markers of CCA.	Unknown
hsa-mir-29a	33173343	It can promote the growth and metastasis of cholangiocarcinoma cells by inhibiting miR-29a, so it may be a new target for diagnosing and treating cholangiocarcinoma.	Unknown
hsa-mir-199a	34239888	Conclusion: Our findings indicated that SNHG12 inhibited cell proliferation and metastasis process of ICC cells through modulating the miR-199a-5p/Klotho axis and it is expected to become a potential therapeutic target for ICC.	Unknown
hsa-mir-7	34966644	CONCLUSIONS: The present findings suggest that miR-7-5p plays a pivotal role in ICC invasion by regulating MyD88.	Unknown
hsa-mir-29	30653586	RESULTS Serum concentrations of miR-122, miR-192, miR-29b and miR-155 were significantly elevated in patients with CCA compared to healthy controls or patients with primary sclerosing cholangitis without malignant transformation.	Unknown
hsa-mir-192	30653586	RESULTS Serum concentrations of miR-122, miR-192, miR-29b and miR-155 were significantly elevated in patients with CCA compared to healthy controls or patients with primary sclerosing cholangitis without malignant transformation.	Unknown
hsa-mir-192	33552829	CONCLUSION: MiR-192-5p promotes proliferation and suppressed apoptosis of CCA cells via the MEK/ERK pathway, which may be a potential therapeutic strategy for CCA treatment.	Unknown
hsa-mir-16	34632051	Taken together, our new findings suggested that IDH1 mutation-induced R-2HG could suppress CCA growth via regulating the FTO/m6A-methylated ERalpha/miR16-5p/YAP1 signaling pathway.	Unknown
hsa-mir-16	31443224	The validation phase confirmed downregulated miR-16 in patients with distal CCA compared to benign disease or PDAC (P = 0.048 and P = 0.012), while miR-877 was significantly upregulated (P = 0.003 and P = 0.006).	Unknown
hsa-mir-16	31641385	Furthermore, the lncRNAs H19 and PVT1, and the miRNAs Homo sapiens (hsa)-miR5p and hsa-miR5p, together with peroxisome proliferator-activated receptors, may also have important roles in the pathogenesis of CCA.	Unknown
hsa-mir-615	34182814	CircRNA_000585 is upregulated in CCA, and may function by a circRNA_000585/miR-615-5p/AMOT/YAP pathway, which may be a novel CCA pathway.	Unknown
hsa-let-7a	33750398	CONCLUSION: Taken together, the findings suggest the presence of a synergistic antitumor effect of miR-1182 and let-7a on the development of CCA via the down-regulation of NUAK1, providing novel insight into the targeted therapy against CCA.	Unknown
hsa-mir-20a	32801339	In conclusion, the present results demonstrate that lncRNA TTA-AS1 is a sponging ceRNA for miR-320a, which in turn downregulates neuropilin-1 in cholangiocarcinoma cells, indicating these three molecules represent potential biomarkers and therapeutic targets in the management of cholangiocarcinoma.	Unknown
hsa-mir-28	35965521	CONCLUSION: Lnc-PKD2-2-3/miR-328/GPAM ceRNA network promotes CCA proliferation, invasion, and 5-FU chemoresistance.	Unknown
hsa-mir-140	30764893	Collectively, these findings not only uncovered a key role of SNHG1/miR-140/TLR4/NF-kappaB signaling axis in CCA tumorigenesis and progression but also denoted the probable utilization of SNHG1 as a therapeutic target for CCA.	Unknown
hsa-mir-1	35157005	The expression of miR5p, miR-378d, miR5p, and miR-92a-3p was significantly higher in detached cell samples from smears of cholangiocarcinoma cases than in those from noncancer cases.	Unknown
hsa-mir-28	35670491	Specific CD44 special siRNA abrogated the discrepancy of the proliferation and metastasis capacity between miR-28-5p-overexpression CCA cells and their control cells, which further confirmed that CD44 was required in miR-28-5p-inhibited CCA cell growth and metastasis.	Unknown
hsa-mir-205	34926294	Quantitative real-time PCR (qRT-PCR) showed that expressions of CHRM3.AS2, MIR205HG, and LINC00661 were higher in CCA tissues than those in normal tissues, similar to the trends detected in the CCA dataset.	Unknown
hsa-mir-15a	35428780	Our data suggested that miR-15a-5p in HUCMSCs-exo suppresses EMT and metastasis of CCA through targeting downregulation of CHEK1.	Unknown
hsa-mir-30	31632586	We also showed that the expression level of miR5p in intrahepatic cholangiocarcinoma samples was downregulated compared to noncancerous tissues. Interesting, we proved that the miR5p expression was negative correlated with PCAT6 expression in intrahepatic cholangiocarcinoma.	Unknown
hsa-mir-101	35901327	miR3p, and miR3p Expression in Patients with INTRODUCTION: Cholangiocarcinoma (CCA) is the second most common type of primary liver cancer.	Unknown
hsa-mir-138	31663629	Here, we demonstrate that decreased miR-138 in tumor tissues is related to the poor prognosis in patients, and that miR-138 mediates sorafenib-induced cell survival in cholangiocarcinoma cells. Overall, the present study reveals that miR-138/SOX4 is involved in sorafinib-mediated cell survival in cholangiocarcinoma cells, and is associated with poor prognosis.	Unknown
hsa-mir-145	35901327	An increase in miR-145-3p expression level was observed in patients with perihilar CCA compared to those with distal CCA (0.51  0.41; 0.17  0.13; P = 0.0698).	Unknown
hsa-mir-145	34040387	CONCLUSION: This research suggested that the ST8SIA6-AS1/miR-145-5p/MAL2 axis could enhance CHOL progression, which might be useful to improve the clinical outcomes of CHOL patients.	Unknown
hsa-mir-145	33628035	CONCLUSION: CircDNM3OS facilitates CCA growth and glutamine metabolism by regulating the miR-145-5p/MORC2 pathway, offering a novel mechanism to understand the progression of CCA.	Unknown
hsa-mir-194	30514341	A combination of high-level TSPAN1 and low-level miR5p predicted poor prognosis in patients with CCA.	Unknown
hsa-mir-874	33476715	Therefore, the overexpression of miR-874 might bring favorable outcomes for the treatment of CC.	Unknown
hsa-mir-26a	32435051	CONCLUSIONS Bioinformatics analysis identified ESR1 and hsa-miR-26a-5p as potential prognostic biomarkers for intrahepatic cholangiocarcinoma.	Unknown
hsa-mir-148a	32054829	These results indicate that downregulation of miR-148a levels results in GLUT1 overexpression in iCCA, leading to iCCA progression and gemcitabine resistance.	Unknown
hsa-mir-216a	33544468	This study revealed that PCAT1 acted as an oncogene in CCA, and the YY1/PCAT1/miR-216a-3p/BCL3 axis exhibited critical functions in CCA progression.	Unknown
hsa-let-7g	35040749	This study aimed to identify the mechanisms of long non-coding RNA (lncRNA) TMPO Antisense RNA 1 (TMPO-AS1), microRNA let-7 g-5p, and high-mobility group A1 (HMGA1) proteins in CHOL. Our results, through quantitative real-time PCR and Western blot detection, showed that TMPO-AS1 and HMGA1 were overexpressed while let-7 g-5p was underexpressed in CHOL.	Unknown
hsa-mir-424	33436545	Moreover, silencing BCL9L or miR5p overexpression suppressed gemcitabine resistance, EMT, stemness and Wnt/beta-Catenin activation in resistant CCA cells.	Unknown
hsa-mir-424	36854894	The inhibition of miR5p reversed the HCG18 knockdown induced suppression on cholangiocarcinoma cancer cells. More specific, miR5p targeted to SOX9 contributed to cholangiocarcinoma growth and metastasis through mediating PI3K/AKT pathway.	Unknown
hsa-mir-424	31641385	Furthermore, the lncRNAs H19 and PVT1, and the miRNAs Homo sapiens (hsa)-miR5p and hsa-miR5p, together with peroxisome proliferator-activated receptors, may also have important roles in the pathogenesis of CCA.	Unknown
hsa-mir-186	33502823	In conclusion, NEAT1 was involved in cell proliferation, migration and invasion in CCA, and the NEAT1/miR-186-5p/PTP4A1/PI3K/AKT axis indicated novel regulatory mechanisms and therapeutics for the treatment of CCA.	Unknown
hsa-mir-186	31180332	MiR5p could influence CCA cell proliferation, migration and metastasis by regulating MORC2.	Unknown
hsa-mir-186	32812642	All in all, SOX2 down-regulated miR-186 through the transcriptional activation of lncRNA PVT1, whereas elevating SEMA4D expression, thus promoting the progression of CCA.	Unknown
hsa-mir-183	35106794	Exosomal miR-183-5p is a potential predictive biomarker for ICC progression and a potential target for development of therapeutic strategies against immune tolerance feature of ICC.	Unknown
hsa-mir-485	31404302	Mechanistically, FLVCR1-AS1 was demonstrated to sponge microRNA5p (miR5p) in human CCA. The expression of miR5p was significantly decreased in CCA tissue compared with normal tissue, and Pearson's correlation analysis revealed that FLVCR1-AS1 expression was negatively correlated with miR5p expression in CCA tissues.	Unknown
hsa-mir-485	31616187	Finally, rescue assays verified that NNT-AS1 modulated the tumorigenesis of CCA by regulating miR-485. Our results elucidated NNT-AS1/miR-485/BCL9 axis might lead to a further understanding of the molecular mechanism of CCA.	Unknown
hsa-mir-24	31003776	Moreover, luciferase reporter and rescue assays indicated that LOXL1-AS1 functioned as a ceRNA to elevate ATP-binding cassette transporter A1 (ABCA1) level by sponging miR3p and exhibited the malignant phenotypes of CCA cells, thereby playing an oncogenic role in CCA.	Unknown
hsa-mir-455	34149934	These findings establish an essential role of miR-455-5p in CCA development and galangin may provide a potential therapeutic adjuvant agent for anti-CCA treatment.	Unknown
hsa-mir-451	36352360	miR-451 also suppressed the progression of cholangiocarcinoma, which provides a potential therapeutical target for cholangiocarcinoma treatment.	Unknown
hsa-mir-378	30594918	The miR-378 could be a novel prognostic marker for CCA.	Unknown
hsa-mir-98	32062383	In conclusion, HEIH promoted CHOL tumorigenesis and progression by miR5p/HECTD4 axis, which opens up a new insight for CHOL therapeutics.	Unknown
hsa-mir-20	32801339	In conclusion, the present results demonstrate that lncRNA TTA-AS1 is a sponging ceRNA for miR-320a, which in turn downregulates neuropilin-1 in cholangiocarcinoma cells, indicating these three molecules represent potential biomarkers and therapeutic targets in the management of cholangiocarcinoma.	Unknown
hsa-mir-451a	33520692	Our findings indicated that miR-144-5p and miR-451a displayed a tumor suppressor role through decreasing the expression of ST8SIA4 in cholangiocarcinoma.	Unknown
hsa-mir-432	35091535	In conclusion, Circ_0020256 in TAM-secreted exosomes promoted the proliferation, migration, and invasion of CCA cells, and that promotional activity was regulated via a Circ_0020256/miR-432-5p/E2F3 axis.	Unknown
hsa-mir-23a	35200104	Exosomal microRNA-23a-3p contributes to the progression of cholangiocarcinoma by interaction with Dynamin3.	Unknown
hsa-mir-34c	34261453	BACKGROUND: This study aimed to investigate the exact regulatory mechanisms of exosomal miR-34c in mediating communication between cholangiocarcinoma cells and fibroblasts. Additionally, cancer-associated fibroblasts (CAFs) activated by downregulation of exosomal miR-34c promoted cholangiocarcinoma progression.	Unknown
hsa-mir-152	36331285	CONCLUSION: Circ_0000284 promoted the growth, metastasis and glycolysis of ICC by miR-152-3p/PDK1 pathway, showing that circ_0000284 was a potential therapeutic target for ICC.	Unknown
hsa-mir-506	32694946	Rescue assays verified that linc00473 modulated the tumorigenesis of CCA by regulating miR-506.	Unknown
hsa-mir-541	34974242	CONCLUSION: CircRTN4IP1 knockdown inhibited ICC cell malignancy by miR-541-5p/HIF1A axis, providing us with a reliable target for the therapy of ICC.	Unknown
hsa-mir-376a	35022330	Simultaneously, PSMA3-AS1 primarily localized in the cytoplasm could competitively bind miR-376a-3p to upregulate LAMC1, thereby accelerating CCA progression. This study uncovers that PSMA3-AS1 functions as a cancer-promoting gene in CCA, and PAX5/PSMA3-AS1/miR-376a-3p/LAMC1 axis plays a vital role in CCA development.	Unknown
hsa-mir-3173	34647226	Furthermore, using RNA pulldown and dual luciferase assays, the interactions between SNHG3 and miR5p and between miR5p and ERG in CCA cells were validated. Knockdown of SNHG3 expression suppressed malignant phenotypes in CCA cells via the miR5p/ERG axis.	Unknown
hsa-mir-885	33052627	Collectively, we demonstrated that miR-885-5p was an important mediator of iCCA proliferation and metastasis by regulating GALNT3 and IGF2BP1, thus offering a potential target for iCCA treatment.	Unknown
hsa-mir-877	31443224	The validation phase confirmed downregulated miR-16 in patients with distal CCA compared to benign disease or PDAC (P = 0.048 and P = 0.012), while miR-877 was significantly upregulated (P = 0.003 and P = 0.006).	Unknown
hsa-mir-95	36727735	CircRNA SMARCA5 is involved in CHOL development by interosculating miRNA-95-3p/TRAF3 axis and may become a novel approach for treating CHOL.	Unknown
hsa-mir-648	36114826	SKI protein expression was decreased in human CC cells overexpressing miRNA-3648, endogenous SKI protein expression was decreased in human CC tumor tissues, and endogenous SKI mRNA expression was suppressed in human CC cells characterized by rapid growth.	Unknown
hsa-mir-551b	31199052	In summary, miR-551b-3p inhibits the expression of CCND1 to suppress CCA cell proliferation and induce apoptosis, which may provide a theoretical basis for improving CCA treatment.	Unknown
hsa-mir-551b	33193605	CONCLUSION: Based on the survival analysis, we conclude that DEPDC1, FUT4, MDK, PACS1, PIWIL4 genes, miR-22, miR-551b microRNAs, and cg27362525 and cg26597242 CpGs can strongly support their use as prognostic markers of CCA.	Unknown
hsa-mir-514a	32750152	For CCA cells, circ-CCAC1 increased cell progression by sponging miR-514a-5p to up-regulate Yin Yang 1 (YY1).	Unknown
hsa-mir-612	32505707	Taken together, HIF1alpha activated lncRNA H19-mediated miR-612/Bcl-2 pathway to promote cholangiocarcinoma, suggesting a promising therapeutic target for cholangiocarcinoma.	Unknown
hsa-mir-612	30967271	Besides, LINC01061 existing in the cytoplasm of CCA cells interacted with miR-612. To sum up, our present exploration demonstrated that LINC01061 sponges miR-612 so as to upregulate SEMA4D expression for the progression of CCA, suggesting an optional promising and effective target for the therapy of patients with CCA.	Unknown
hsa-mir-876	31409772	This study demonstrates a novel tumor suppressor role for miR-876 in CCA, identifies BCL-XL as an actionable target, and suggests a potential therapeutic role for miR-876 in CCA.	Unknown
hsa-mir-1182	33750398	CONCLUSION: Taken together, the findings suggest the presence of a synergistic antitumor effect of miR-1182 and let-7a on the development of CCA via the down-regulation of NUAK1, providing novel insight into the targeted therapy against CCA.	Unknown
hsa-mir-520f	32907346	Conclusion: These data confirmed the knockdown SNHG20 expression in CCA could inhibit the proliferation by means of sponging miR-520f-3p.	Unknown
hsa-mir-124	35978818	Exosomal miR-3124-5p and GDF11 could be promising biomarkers or therapeutic targets for CHOL.	Unknown
hsa-mir-200b	36728287	CONCLUSION: L-Fucose inhibited the progression of CCA via the miR-200b/MAPK7 and signal transducer and activator of transcription 3 signaling pathways.	Unknown
hsa-mir-21	32913463	By analyzing the TCGA dataset, we found that expression of miR-21, an oncogene and a potential target of anticancer drugs for cholangiocarcinoma, was upregulated in cholangiocarcinoma tissues compared to paired control tissues. Taken together, our study demonstrates that dihydromyricetin inhibits cell proliferation, migration, invasion and promotes apoptosis in cholangiocarcinoma cells via regulating miR-21.	Unknown
hsa-mir-92a	34828265	To elucidate the detailed regulatory mechanism, miR-92a-3p is screened and identified as a negative regulatory small RNA targeting NOV, and further experimental validation demonstrates that miR-92a-3p contributes to NOV-mediated migration and invasion of ICC via the Notch signaling pathway.	Unknown
hsa-mir-29b	33601338	These findings suggest miR-29b functions as a tumor suppressor in cholangiocarcinoma by relieving DNMT3B-mediated repression of CDKN2B expression.	Unknown
hsa-mir-29b	32790250	CONCLUSIONS: The DHA and miR-29b have a pro-apoptotic effect on cholangiocarcinoma cells through the DHA/miR-29b/Mcl-1 pathway, possibly by upregulating the expression of the pro-apoptotic protein Mcl-1S and thus increasing the proportion of Mcl-1S protein among the total amount of Mcl-1 protein.	Unknown
hsa-mir-122	31106658	LncRNA-UCA1 promoted the metastasis of BDC cells by regulating the expression of miR-122 and its downstream gene mRNA CLIC1 and promoted the activation of the ERK/MAPK pathway, which expanded the horizons of targeted therapy of cholangiocarcinoma.	Unknown
hsa-mir-122	31258634	In conclusion, the present study demonstrates that the lncRNA UCA1 promotes ICC cell proliferation and invasion at least in part by targeting miR-122, suggesting that the UCA1/miR-122 interaction may become a potential therapeutic target for the treatment of ICC.	Unknown
hsa-mir-122	36348252	In addition, miR5p was found to act as a post-transcriptional regulator of FUT8 and proved to inhibit FUT8 expression and then suppress the proliferation and migration ability of iCCA cell lines. CONCLUSIONS: These findings demonstrated that FUT8, regulated by miR5p, could be a tumor promoter of iCCA through PI3K/AKT signaling pathway.	Unknown
hsa-mir-206	34240323	CONCLUSION: Altogether, our findings clarified that miR-206 inhibited CCA malignancy by negatively regulating JARID2.	Unknown
hsa-mir-200c	33040228	In addition, LINC00667 was demonstrated to function as a ceRNA for miR-200c-3p, and then LINC00667 up-regulated pyruvate dehydrogenase kinase 1 (PDK1) to promote CCA development by inhibiting miR-200c-3p. Targeting the YY1/LINC00667/miR-200c-3p/PDK1 axis may provide a new therapeutic strategy for CCA treatment.	Unknown
hsa-mir-18a	33557774	MiR-18a-5p was increased in intrahepatic cholangiocarcinoma samples, and its expression was negatively correlated with that of MT1JP. CONCLUSIONS: MT1JP alleviated proliferation, migration and invasion, and induced apoptosis in cholangiocarcinoma cells by regulating miR-18a-5p/FBP1 axis.	Unknown
hsa-mir-149	35864972	YAP1 promoted CCA proliferation, invasion and stemness maintenance, whereas miR5p inhibited malignant biological behavior of CCA. These findings indicated that YY1-induced DLEU1 played a crucial role in CCA progression via miR5p/YAP1/TEAD2/SOX2 axis.	Unknown
hsa-mir-23b	33913242	These findings contribute to understanding the influences of LINC00184, miR-23b-3p, and ANXA2 on cholangiocarcinoma and provide basis for cholangiocarcinoma treatment.	Unknown
hsa-mir-27a	36848245	MiR-27a-3p arises as an oncogenic vulnerability in CCA.	Unknown
hsa-mir-27a	33552968	In summary, our results highlighted the important role of the lncRNA-PAICC-miR3p/27a-3p-Yap1 axis in ICC, which offers a novel perspective on the molecular pathogenesis and may serve as a potential target for antimetastatic molecular therapies of ICC.	Unknown
hsa-mir-142	31632521	Mechanistically, we demonstrated that NNT-AS1 might function as a ceRNA in regulating HMGA2 (high mobility group AT-hook 2) through competitively binding to miR5p in CCA. CONCLUSION: In summary, these findings suggest the potential prognostic and therapeutic value of NNT-AS1/miR5p/HMGA2 axis in CCA patients.	Unknown
hsa-mir-144	32710569	In addition, we identified miR-451a and miR3p as putative tumour suppressors attenuating cell migration by inhibiting ATF2 in the process of dCCA tumorigenesis.	Unknown
hsa-mir-34a	34999254	miR-34a-5p directly targeted WNT7B and inhibited WNT7B expression.	Unknown
hsa-mir-340	36473706	CONCLUSION: Hsa_circ_0,019,054 deficiency could attenuate the proliferation and glycolysis of ICC cells via miR-340-5 p/HIF1A axis.	Unknown
hsa-mir-340	33491760	In conclusion, the present study indicated that aspirin partially inhibited cholangiocarcinoma cell proliferation and tumor growth by inducing G0/G1 phase cell cycle arrest, potentially through the miR3405p/cyclin D1 axis.	Unknown
hsa-mir-29a	34199886	Downregulation of the miR-29-3p-family enhanced SP1-mediated ITGA6/ITGB1 expression in ICC cells.	Unknown
hsa-mir-29	34199886	Downregulation of the miR-29-3p-family enhanced SP1-mediated ITGA6/ITGB1 expression in ICC cells.	Unknown
hsa-mir-204	32755793	CONCLUSION: These data unraveled that lncRNA HOTAIR regulated HMGB1 to suppress cell apoptosis, autophagy and induce cell proliferation by sponging miR-204-5p in CCA.	Unknown
hsa-mir-181b	34169384	The present data indicated miR-181b-5p acted as an oncogene in CCA through promoting tumor cell proliferation, migration, and invasion of CCA via the PTEN/PI3K/AKT signaling pathway by targeting PARK2, which might be a promising therapeutic target or biomarker for CCA.	Unknown
hsa-mir-345	34232945	The E2F1/LMCD1-AS1/miR5p/COL6A3 axis is a newly identified regulatory mechanism, which has a function in cholangiocarcinoma (CCA) tumorigenesis and progression and provides potential therapeutic targets for CCA.	Unknown
hsa-mir-345	32196584	CONCLUSIONS: In this study, we verified that LncRNA DANCR affected cell proliferation, migration, invasion, angiogenesis, epithelial-mesenchymal transition (EMT) and induced apoptosis through modulating miR-345-5p/Twist1 axis in Cholangiocarcinoma.	Unknown
hsa-mir-345	30876691	In addition, LMCD1-AS1 could sponge miR5p in CCA cells. Taken together, we reported a newly identified regulatory mechanism of E2F1/LMCD1-AS1/miR5p/COL6A3 axis, which might lead to a better understanding of CCA tumorigenesis and progression and provide potential therapeutic targets for CCA.	Unknown
hsa-mir-210	36454533	Our current study highlighted that tumor cell-derived EVs could deliver miR-210 to CCA cells, where miR-210 specifically decreases RECK expression, which facilitates growth, metastasis and chemoresistance in CCA.	Unknown
hsa-mir-141	33552968	In summary, our results highlighted the important role of the lncRNA-PAICC-miR3p/27a-3p-Yap1 axis in ICC, which offers a novel perspective on the molecular pathogenesis and may serve as a potential target for antimetastatic molecular therapies of ICC.	Unknown
hsa-mir-582	35274813	Finally, we showed that YAP1 was a target of NKILA via miR3p and NKILA functioned partially via YAP1 in CCA.	Unknown
hsa-mir-137	31985024	Therefore, the findings of the present study demonstrated that miR137 acts as a suppressor in CCA and inhibits CCA cell proliferation, migration and invasion through suppressing the expression of WNT2B.	Unknown
hsa-mir-194	31960990	In a word, miR-194 inhibits ECT2 and blocks the activation of Rho signaling pathway, thus promoting apoptosis, inhibiting proliferation and migration of CCA stem cells, and suppressing tumor growth.	Unknown
hsa-mir-10a	30410355	These results   indicate that miR-10a-5p may serve as a potential target for the treatment of CCA   and help to develop effective therapeutic strategies.	Unknown
hsa-mir-326	35248826	Functionally, circ_0000591 induced the proliferation, migration and invasion of CCA cells through sponging miR-326. In conclusion, this study revealed a novel regulatory mechanism that circ_0000591 contributed to the progression of CCA via miR-326/TLR4/MyD88/IL6 axis.	Unknown
hsa-mir-146b	34610483	CONCLUSION: MiR-146b-5p is a cholangiocarcinoma suppressor by inhibiting cell proliferation and promoting cell apoptosis with targeting TRAF6, possibly via modulating p53 translocation to mitochondria.	Unknown
hsa-mir-424	31360102	Targeting the pathway described here may be a novel approach to inhibit metastasis of ICC and the restoration of miR-424-5p expression may be a promising strategy for ICC therapy.	Unknown
hsa-mir-186	34337058	Overall, these results demonstrated that the lncRNA PVT1/miR186/KLF5 axis might exert a key role in the occurrence and progression of CCA, and this axis might provide a new target for treating CCA.	Unknown
hsa-mir-186	31072421	Thus, miR-186/Twist1 axis may benefit the development of therapies for CCA.	Unknown
hsa-mir-455	34539879	In conclusion, DMY suppresses tumor growth and EMT through regulating miR-455-3p in human cholangiocarcinoma, suggesting a potential option for CCA treatment.	Unknown
hsa-mir-490	30886152	In addition, Akirin2 expression was negatively controlled by miR3p in CCA cells, and miR3p attenuated cell migration and angiogenesis in CCA cells by silencing Akirin2. Taken together, the data indicated that Akirin2 could be regulated by miR3p at the posttranscriptional level and facilitate CCA cell progression via the IL-6/STAT3/VEGFA signaling pathway.	Unknown
